timestamp,bid_uid,ask_uid,price,volume
2022-09-30 09:25:00.000,169096,10013,11.87,100
2022-09-30 09:25:00.000,169096,57795,11.87,200
2022-09-30 09:25:00.000,169190,72160,11.87,1100
2022-09-30 09:25:00.000,169190,81748,11.87,7396
2022-09-30 09:25:00.000,169190,125576,11.87,100
2022-09-30 09:25:00.000,169190,126008,11.87,100
2022-09-30 09:25:00.000,169190,126570,11.87,100
2022-09-30 09:25:00.000,169190,126689,11.87,100
2022-09-30 09:25:00.000,169190,128080,11.87,100
2022-09-30 09:25:00.000,169190,209334,11.87,400
2022-09-30 09:25:00.000,169190,210831,11.87,900
2022-09-30 09:25:00.000,169190,211822,11.87,1000
2022-09-30 09:25:00.000,169190,214953,11.87,600
2022-09-30 09:25:00.000,169190,219214,11.87,100
2022-09-30 09:25:00.000,169190,236942,11.87,1704
2022-09-30 09:25:00.000,169389,236942,11.87,100
2022-09-30 09:25:00.000,169434,236942,11.87,96
2022-09-30 09:25:00.000,169434,144891,11.87,4
2022-09-30 09:25:00.000,171338,144891,11.87,400
2022-09-30 09:25:00.000,171496,144891,11.87,596
2022-09-30 09:25:00.000,171496,74268,11.87,500
2022-09-30 09:25:00.000,171496,94751,11.87,100
2022-09-30 09:25:00.000,171496,75508,11.87,204
2022-09-30 09:25:00.000,186554,75508,11.87,296
2022-09-30 09:25:00.000,186554,83677,11.87,204
2022-09-30 09:25:00.000,193233,83677,11.87,800
2022-09-30 09:25:00.000,198696,83677,11.87,1300
2022-09-30 09:25:00.000,206661,83677,11.87,100
2022-09-30 09:25:00.000,211594,83677,11.87,600
2022-09-30 09:25:00.000,219199,83677,11.87,1100
2022-09-30 09:25:00.000,222234,83677,11.87,500
2022-09-30 09:25:00.000,225889,83677,11.87,900
2022-09-30 09:25:00.000,229623,83677,11.87,900
2022-09-30 09:25:00.000,252133,83677,11.87,600
2022-09-30 09:25:00.000,229801,83677,11.87,5000
2022-09-30 09:25:00.000,93209,83677,11.87,100
2022-09-30 09:25:00.000,123515,83677,11.87,400
2022-09-30 09:25:00.000,123524,83677,11.87,7496
2022-09-30 09:25:00.000,123524,175186,11.87,1500
2022-09-30 09:25:00.000,123524,123517,11.87,404
2022-09-30 09:25:00.000,126351,123517,11.87,4000
2022-09-30 09:25:00.000,127002,123517,11.87,4996
2022-09-30 09:25:00.000,127002,123522,11.87,5200
2022-09-30 09:25:00.000,127002,123526,11.87,1100
2022-09-30 09:25:00.000,127002,167675,11.87,1504
2022-09-30 09:25:00.000,131500,167675,11.87,100
2022-09-30 09:25:00.000,169543,167675,11.87,5800
2022-09-30 09:25:00.000,169605,167675,11.87,300
2022-09-30 09:25:00.000,169890,167675,11.87,9400
2022-09-30 09:25:00.000,169908,167675,11.87,1196
2022-09-30 09:25:00.000,169908,182829,11.87,1400
2022-09-30 09:25:00.000,169908,218130,11.87,300
2022-09-30 09:25:00.000,169908,228751,11.87,200
2022-09-30 09:25:00.000,169908,229568,11.87,3604
2022-09-30 09:25:00.000,191466,229568,11.87,5100
2022-09-30 09:25:00.000,202670,229568,11.87,1000
2022-09-30 09:25:00.000,236005,229568,11.87,200
2022-09-30 09:25:00.000,140948,229568,11.87,5096
2022-09-30 09:25:00.000,140948,230903,11.87,200
2022-09-30 09:25:00.000,140948,233616,11.87,200
2022-09-30 09:25:00.000,140948,233726,11.87,3500
2022-09-30 09:25:00.000,140948,239024,11.87,100
2022-09-30 09:25:00.000,140948,239356,11.87,1800
2022-09-30 09:25:00.000,140948,139256,11.87,2700
2022-09-30 09:25:00.000,140948,139502,11.87,1700
2022-09-30 09:25:00.000,140948,139836,11.87,2600
2022-09-30 09:25:00.000,140948,139994,11.87,504
2022-09-30 09:25:00.000,163059,139994,11.87,2596
2022-09-30 09:25:00.000,163059,140073,11.87,300
2022-09-30 09:25:00.000,163059,140116,11.87,2800
2022-09-30 09:25:00.000,163059,140210,11.87,300
2022-09-30 09:25:00.000,163059,140325,11.87,300
2022-09-30 09:25:00.000,163059,141238,11.87,304
2022-09-30 09:25:00.000,197186,141238,11.87,11700
2022-09-30 09:25:00.000,204202,141238,11.87,11500
2022-09-30 09:25:00.000,210774,141238,11.87,1096
2022-09-30 09:25:00.000,210774,68324,11.87,5000
2022-09-30 09:25:00.000,210774,81770,11.87,1500
2022-09-30 09:25:00.000,210774,84436,11.87,200
2022-09-30 09:25:00.000,210774,211177,11.87,500
2022-09-30 09:25:00.000,210774,116427,11.87,300
2022-09-30 09:25:00.000,210774,152310,11.87,200
2022-09-30 09:25:00.000,210774,237708,11.87,2600
2022-09-30 09:25:00.000,210774,237806,11.87,304
2022-09-30 09:25:00.000,210917,237806,11.87,796
2022-09-30 09:25:00.000,210917,237836,11.87,4
2022-09-30 09:25:00.000,218719,237836,11.87,2596
2022-09-30 09:25:00.000,218719,237916,11.87,3400
2022-09-30 09:25:00.000,218719,237952,11.87,400
2022-09-30 09:25:00.000,218719,238052,11.87,1100
2022-09-30 09:25:00.000,218719,238139,11.87,2900
2022-09-30 09:25:00.000,218719,238332,11.87,1204
2022-09-30 09:25:00.000,203884,238332,11.87,400
2022-09-30 09:25:00.000,155805,238332,11.87,400
2022-09-30 09:25:00.000,226890,238332,11.87,500
2022-09-30 09:25:00.000,90434,238332,11.87,100
2022-09-30 09:25:00.000,247592,238332,11.87,800
2022-09-30 09:25:00.000,247639,238332,11.87,400
2022-09-30 09:25:00.000,247728,238332,11.87,400
2022-09-30 09:25:00.000,247734,238332,11.87,100
2022-09-30 09:25:00.000,242217,238332,11.87,4696
2022-09-30 09:25:00.000,242217,238343,11.87,1400
2022-09-30 09:25:00.000,242217,238471,11.87,1100
2022-09-30 09:25:00.000,242217,238619,11.87,804
2022-09-30 09:25:00.000,153077,238619,11.87,2496
2022-09-30 09:25:00.000,153077,238671,11.87,1300
2022-09-30 09:25:00.000,153077,238766,11.87,204
2022-09-30 09:25:00.000,236499,238766,11.87,1896
2022-09-30 09:25:00.000,236499,238788,11.87,4800
2022-09-30 09:25:00.000,236499,238837,11.87,1800
2022-09-30 09:25:00.000,236499,238839,11.87,1500
2022-09-30 09:25:00.000,236499,238908,11.87,2300
2022-09-30 09:25:00.000,236499,239038,11.87,1400
2022-09-30 09:25:00.000,236499,239115,11.87,3000
2022-09-30 09:25:00.000,236499,187858,11.87,904
2022-09-30 09:25:00.000,207949,187858,11.87,196
2022-09-30 09:25:00.000,207949,244413,11.87,1404
2022-09-30 09:25:00.000,224871,244413,11.87,6400
2022-09-30 09:25:00.000,226140,244413,11.87,2196
2022-09-30 09:25:00.000,226140,246118,11.87,1804
2022-09-30 09:25:00.000,227419,246118,11.87,1900
2022-09-30 09:25:00.000,246821,246118,11.87,400
2022-09-30 09:25:00.000,247670,246118,11.87,1200
2022-09-30 09:25:00.000,209920,246118,11.87,1000
2022-09-30 09:25:00.000,237142,246118,11.87,4100
2022-09-30 09:25:00.000,224651,246118,11.87,600
2022-09-30 09:25:00.000,185441,246118,11.87,800
2022-09-30 09:25:00.000,199498,246118,11.87,1500
2022-09-30 09:25:00.000,20522,246118,11.87,500
2022-09-30 09:25:00.000,33740,246118,11.87,296
