timestamp,open,high,low,close,volume,amount,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5
2022-09-30 09:31:03,11.91,11.91,11.9,11.91,32500,38697000.0,11.9,11.89,11.88,11.87,11.86,11.91,11.92,11.93,11.94,11.95,29300,15500,51300,20700,59744,35000,44100,17700,30100,132300
2022-09-30 09:31:06,11.9,11.91,11.89,11.91,45500,54154500.0,11.89,11.88,11.87,11.86,11.85,11.91,11.92,11.93,11.94,11.95,25800,50200,20700,59744,119400,28500,45100,17700,60100,132300
2022-09-30 09:31:09,11.91,11.91,11.9,11.9,4700,5594000.0,11.9,11.89,11.88,11.87,11.86,11.91,11.92,11.93,11.94,11.95,1000,36400,51300,21000,60744,94200,45100,18400,60100,133300
2022-09-30 09:31:12,11.91,11.91,11.89,11.9,29000,34527900.0,11.9,11.89,11.88,11.87,11.86,11.91,11.92,11.93,11.94,11.95,500,35900,51300,21000,60744,75600,45600,18400,60100,133300
2022-09-30 09:31:15,11.9,11.9,11.89,11.9,35300,41980400.0,11.89,11.88,11.87,11.86,11.85,11.9,11.91,11.92,11.93,11.94,11300,51300,21600,60744,121300,8900,95000,45600,17400,59400
2022-09-30 09:31:18,11.89,11.9,11.89,11.9,18200,21652800.0,11.89,11.88,11.87,11.86,11.85,11.9,11.91,11.92,11.93,11.94,7100,59800,21600,60744,123300,14400,97200,60700,18500,74400
2022-09-30 09:31:21,11.9,11.9,11.9,11.9,14700,17493000.0,11.89,11.88,11.87,11.86,11.85,11.9,11.91,11.92,11.93,11.94,11900,60300,21600,60744,123300,11600,111500,61700,19000,44400
2022-09-30 09:31:24,11.89,11.9,11.89,11.9,21500,25582500.0,11.89,11.88,11.87,11.86,11.85,11.9,11.91,11.92,11.93,11.94,47700,60300,21600,63244,123600,10500,111800,61700,19000,44400
2022-09-30 09:31:27,11.9,11.9,11.89,11.89,57200,68016200.0,11.88,11.87,11.86,11.85,11.84,11.89,11.9,11.91,11.92,11.93,60300,22100,63244,123600,48800,4000,81500,112700,59700,19000
2022-09-30 09:31:30,11.88,11.9,11.88,11.9,11000,13077500.0,11.88,11.87,11.86,11.85,11.84,11.89,11.9,11.91,11.92,11.93,59600,22100,63244,123600,48800,2900,90100,107800,56000,20700
2022-09-30 09:31:33,11.89,11.9,11.89,11.89,25900,30801300.0,11.89,11.88,11.87,11.86,11.85,11.9,11.91,11.92,11.93,11.94,400,60200,22100,64344,123600,112600,108600,56000,20700,44400
2022-09-30 09:31:36,11.89,11.9,11.88,11.89,32600,38786000.0,11.88,11.87,11.86,11.85,11.84,11.89,11.9,11.91,11.92,11.93,58300,22200,44644,125800,48800,13600,92000,158600,44600,20700
2022-09-30 09:31:39,11.88,11.9,11.88,11.89,26300,31262900.0,11.88,11.87,11.86,11.85,11.84,11.89,11.9,11.91,11.92,11.93,50300,22700,44644,125800,48800,2100,94400,158600,44600,20700
2022-09-30 09:31:42,11.89,11.9,11.88,11.89,31100,36971000.0,11.89,11.88,11.87,11.86,11.85,11.9,11.91,11.92,11.93,11.94,4200,41800,22700,45644,125800,90200,161100,44600,22700,44400
2022-09-30 09:31:45,11.89,11.9,11.89,11.89,5115,6083635.0,11.89,11.88,11.87,11.86,11.85,11.9,11.91,11.92,11.93,11.94,3885,41800,22700,57244,125800,131500,160500,44600,22700,44400
2022-09-30 09:31:48,11.89,11.9,11.89,11.9,40285,47929250.0,11.88,11.87,11.86,11.85,11.84,11.9,11.91,11.92,11.93,11.94,43600,21800,57244,126800,48800,101215,160500,44600,22700,44400
2022-09-30 09:31:51,11.89,11.9,11.89,11.9,20900,24854000.0,11.89,11.88,11.87,11.86,11.85,11.9,11.91,11.92,11.93,11.94,3900,43300,28500,60644,126800,112215,160500,44600,22700,43300
2022-09-30 09:31:54,11.89,11.89,11.88,11.89,7800,9273600.0,11.88,11.87,11.86,11.85,11.84,11.89,11.9,11.91,11.92,11.93,63100,28500,60644,126800,48800,5900,115815,159500,44600,22700
